CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C11693,2150.212841,1,4096.08,3238.27,857.81,0,1,0.666667,0.833333,0,0,45,8500,587.669772,503.201988,0,12
C11694,891.620777,1,0,0,0,159.673475,0,0,0,0.166667,2,0,2000,593.110495,269.482212,0,12
C11695,3454.094319,1,31299.35,19064.3,12235.05,0,1,0.666667,0.833333,0,0,121,7500,22542.58705,1193.03103,0.583333,12
C11696,86.905609,1,1106.4,0,1106.4,440.972634,1,0,1,0.083333,1,12,2500,1538.001397,186.726083,1,12
C11697,1647.932117,1,0,0,0,93.690441,0,0,0,0.333333,4,0,1800,390.2023,717.310059,0,12
C11698,188.424847,1,1576.35,1063.85,512.5,0,0.833333,0.833333,0.333333,0,0,20,6500,1271.233538,176.001997,0.25,12
C11699,1250.885289,1,892.19,363.85,528.34,0,0.416667,0.083333,0.416667,0,0,6,1800,461.638318,296.027848,0,12
C11700,5148.625027,1,0,0,0,4042.791779,0,0,0,0.833333,16,0,6500,1274.60362,1086.861867,0,12
C11701,3272.586986,1,1146.57,991.58,154.99,0,1,1,0.5,0,0,20,12000,1132.705302,762.149727,0,12
C11702,1698.369764,0.818182,0,0,0,2253.381516,0,0,0,0.083333,2,0,4500,5512.828223,696.916536,0.111111,12
C11703,246.864346,1,2995.55,2301.11,694.44,0,1,0.75,1,0,0,35,6000,2734.138816,181.027921,0.916667,12
C11704,2004.914139,1,3628.29,1937.35,1690.94,0,1,0.916667,1,0,0,73,11500,1718.220924,551.63308,0,12
C11705,10.703306,0.090909,0,0,0,575.193978,0,0,0,0.083333,1,0,1000,0,,0,12
C11706,1410.753575,1,588.85,399.85,189,1668.104809,0.583333,0.416667,0.25,0.75,23,13,4000,409.037304,379.58191,0,12
C11707,2388.030134,1,3832.98,2004.03,1828.95,1441.065248,1,1,1,0.083333,1,90,11000,5990.39237,600.897569,0.083333,12
C11708,96.109401,1,938.2,938.2,0,148.986635,1,1,0,0.083333,1,12,8000,3722.654209,182.443604,0.416667,12
C11709,8953.743398,1,254.85,83.97,170.88,0,0.333333,0.083333,0.25,0,0,5,12000,2105.588422,3520.422846,0,12
C11710,3414.977831,1,2219.55,1695.03,524.52,950.424076,0.916667,0.75,0.75,0.583333,10,33,5000,732.08134,893.816089,0,12
C11711,1039.88038,0.818182,93.24,0,93.24,5465.141893,1,0,0.916667,0.416667,5,12,5000,5293.609266,290.479763,0.090909,12
C11712,92.898327,1,546,46,500,0,0.5,0.083333,0.416667,0,0,7,6000,787.50992,173.630065,0.6,12
C11713,2885.068871,1,0,0,0,255.676579,0,0,0,0.25,3,0,3000,712.676699,618.776921,0,12
C11714,7919.563494,1,85.54,0,85.54,9945.280243,0.222222,0,0.111111,0.444444,10,2,10000,1594.977158,1712.713459,0,9
C11715,4707.131609,0.636364,7066.08,4534.03,2532.05,5192.290154,0.583333,0.333333,0.5,0.25,12,87,10000,5352.856606,6887.163504,0,12
C11716,1915.245632,1,39,39,0,92.668977,0.083333,0.083333,0,0.083333,1,1,1950,542.919146,814.880073,0,12
C11717,392.667425,1,4015.23,4015.23,0,0,1,1,0,0,0,26,7500,3189.923177,176.9102,0.916667,12
C11718,104.57287,1,937.56,630,307.56,0,0.666667,0.083333,0.666667,0,0,13,6000,870.874657,179.369855,0.583333,12
C11719,2257.542109,1,0,0,0,1082.684755,0,0,0,0.083333,1,0,3000,464.716284,659.553866,0,12
C11720,75.070011,0.9,898.45,0,898.45,0,0.9,0,0.8,0,0,11,4000,743.358844,146.723712,1,10
C11721,7533.854422,1,5253.06,3096.1,2156.96,0,0.916667,0.833333,0.75,0,0,78,20500,1790.394949,1727.487481,0,12
C11722,628.384411,1,887.3,840,47.3,279.557918,0.25,0.166667,0.083333,0.083333,1,6,2000,177.708307,181.271709,0,12
C11723,165.808096,0.714286,981.19,823.39,157.8,0,0.714286,0.571429,0.285714,0,0,16,9000,672.446893,105.350665,0.25,7
C11724,5329.544052,1,1651.64,1088.79,562.85,0,0.416667,0.166667,0.416667,0,0,18,5500,1587.462442,2098.664454,0,12
C11725,1171.429087,0.909091,1845.42,1845.42,0,0,0.25,0.25,0,0,0,7,3000,3073.603769,855.360889,0.1,12
C11726,99.912238,1,730.2,165,565.2,0,1,0.142857,0.857143,0,0,13,1000,463.326909,101.919615,0.5,7
C11728,114.295749,1,109.8,0,109.8,0,0.75,0,0.75,0,0,12,1000,115.418223,165.03489,0,12
C11729,287.099648,0.818182,2693.64,640.5,2053.14,0,0.75,0.25,0.75,0,0,33,9000,2258.647459,190.21182,0.125,12
C11730,5867.560972,1,609,109.06,499.94,3397.577504,0.583333,0.083333,0.416667,0.333333,9,11,7000,1498.619792,1736.821544,0,12
C11731,7499.30365,1,350.57,350.57,0,948.293789,0.083333,0.083333,0,0.25,6,3,7500,1326.434054,19060.53475,0,12
C11732,23.331936,0.454545,1194.96,0,1194.96,0,1,0,1,0,0,17,1600,1381.551722,28.452913,0,12
C11733,262.723622,0.818182,2365.07,2125.07,240,0,0.75,0.5,0.416667,0,0,26,9000,3095.831769,177.879065,0.636364,12
C11734,204.584048,0.818182,0,0,0,628.366944,0,0,0,0.25,3,0,1600,1933.810453,152.106855,0,12
C11735,4977.237859,1,61.99,61.99,0,7448.32932,0.083333,0.083333,0,0.5,22,1,6500,6850.235626,1587.042735,0,12
C11736,433.677841,1,1391.89,1088.83,303.06,0,0.833333,0.833333,0.333333,0,0,19,7000,2312.220888,178.06847,0.25,12
C11737,1220.493289,0.363636,0,0,0,5607.394437,0,0,0,0.25,3,0,6000,566.644234,1112.634979,0,12
C11738,3740.907731,1,0,0,0,116.632141,0,0,0,0.083333,1,0,4000,128.371777,27146.02678,0,12
C11739,1669.01626,1,892.3,517.3,375,295.812224,0.916667,0.75,0.416667,0.083333,1,14,1800,1065.80426,1027.885496,0,12
C11740,117.617134,1,1081.23,100,981.23,0,0.916667,0.083333,0.833333,0,0,29,2100,1024.806886,173.322076,1,12
C11741,3802.910134,1,0,0,0,1448.031295,0,0,0,0.333333,12,0,4000,915.900602,1718.363679,0,12
C11742,43.354029,1,617.34,0,617.34,0,0.916667,0,0.916667,0,0,19,1200,564.845244,160.071637,0.583333,12
C11743,4530.639094,1,0,0,0,3162.719581,0,0,0,0.25,5,0,8000,995.539176,1032.384353,0,12
C11744,3529.587012,1,0,0,0,3969.324981,0,0,0,0.666667,14,0,9000,3603.147293,1207.117316,0,12
C11745,5052.910787,1,1062.63,343.15,719.48,2687.982848,0.916667,0.5,0.75,0.583333,20,29,6000,917.236699,1573.961394,0,12
C11746,51.923357,0.3,835.31,250,585.31,0,0.5,0.1,0.4,0,0,13,7000,832.140348,70.583398,0.25,10
C11747,144.012882,0.636364,675.53,675.53,0,0,0.166667,0.166667,0,0,0,2,4000,1945.250404,271.90089,0,12
C11749,293.803208,1,380.59,332.52,48.07,118.972449,0.166667,0.083333,0.083333,0.083333,1,3,10000,1172.022584,194.55397,0,12
C11750,11.188595,0.454545,159.84,0,159.84,0,0.5,0,0.5,0,0,6,1000,110.860738,57.545594,0,12
C11751,516.814969,1,276.52,141.96,134.56,584.976769,0.25,0.25,0.083333,0.083333,1,8,1500,927.381808,190.875362,0,12
C11752,1134.122053,1,288.39,0,288.39,0,0.416667,0,0.416667,0,0,10,1400,2155.314664,12256.99852,0.083333,12
C11753,11670.17985,1,4872.6,0,4872.6,0,1,0,1,0,0,52,11500,5031.032515,9627.891511,0,12
C11754,1569.88775,1,741.66,309.66,432,2710.997094,0.416667,0.333333,0.083333,0.166667,3,8,4000,3306.369832,503.399492,0,12
C11755,4532.433434,1,1433.26,1433.26,0,364.852384,0.166667,0.166667,0,0.083333,1,2,7000,3039.325393,2172.302786,0,12
C11756,5505.828486,1,0,0,0,193.187682,0,0,0,0.25,3,0,6000,1355.058674,2345.198755,0,12
C11757,2843.394382,1,0,0,0,3133.305504,0,0,0,0.166667,6,0,6000,680.388185,1076.334465,0,12
C11758,2391.214539,1,4186.49,3313,873.49,0,1,0.916667,0.916667,0,0,50,4000,2710.98198,561.918093,0,12
C11759,2270.950105,1,1403.42,77,1326.42,0,0.916667,0.083333,0.916667,0,0,12,8500,830.130725,582.489074,0,12
C11760,5193.415429,1,3584.8,2204.52,1380.28,0,1,1,1,0,0,52,15500,1734.349114,1322.868997,0,12
C11761,2431.193194,1,0,0,0,195.932353,0,0,0,0.083333,1,0,4000,976.859575,685.995885,0,12
C11762,1232.292951,1,0,0,0,5184.090716,0,0,0,0.666667,28,0,4500,6050.865303,348.943877,0.083333,12
C11763,279.253475,1,3243.86,3002.52,241.34,0,1,0.666667,0.916667,0,0,33,8500,3105.312146,192.561842,1,12
C11764,2369.91046,1,916.22,716.4,199.82,0,1,1,0.083333,0,0,26,6500,795.94344,752.616787,0,12
C11765,1917.441126,0.909091,12617.19,76.19,12541,0,0.333333,0.166667,0.166667,0,0,5,15000,13733.55783,336.823302,0.428571,12
C11766,7445.228843,1,1023.29,0,1023.29,16323.64243,1,0,1,0.833333,43,31,11500,11320.00746,2739.343539,0.083333,12
C11767,193.565763,1,1821.52,0,1821.52,0,1,0,1,0,0,29,3000,1543.210017,183.380543,0.5,12
C11768,3013.590493,1,0,0,0,341.360876,0,0,0,0.583333,7,0,3000,750.160714,1329.881951,0,12
C11769,92.406069,0.727273,0,0,0,683.253783,0,0,0,0.083333,1,0,3500,1044.949836,41.026459,0.166667,12
C11770,2472.874609,1,2052.74,730.94,1321.8,3251.021027,1,0.416667,1,0.25,10,30,6500,9076.561132,635.401109,0.083333,12
C11771,154.439292,1,1047.94,440,607.94,0,0.75,0.083333,0.583333,0,0,17,6000,1032.089965,173.484575,0.333333,12
C11773,269.911748,1,1348.44,1259.44,89,298.491305,1,1,0.416667,0.25,4,44,500,1258.023851,250.283276,0,12
C11774,146.04887,0.909091,3256.15,3256.15,0,0,0.916667,0.916667,0,0,0,22,6500,3498.681846,74.878694,0.25,12
C11775,2779.833422,1,0,0,0,1492.253356,0,0,0,0.727273,14,0,3000,1708.484919,1285.667565,0,11
C11776,161.792222,1,2883.58,1933.56,950.02,0,1,1,0.166667,0,0,20,2000,3051.442623,185.380301,0.75,12
C11777,5239.120768,1,1823.23,1823.23,0,0,0.75,0.75,0,0,0,14,5750,2107.740768,2658.139243,0,12
C11778,2288.014844,1,1753.46,1753.46,0,0,1,1,0,0,0,50,2500,989.999739,1121.296235,0,12
C11779,1526.707241,1,484.47,0,484.47,402.906235,0.75,0,0.666667,0.333333,11,9,1500,1086.417545,1818.148035,0,12
C11780,52.598283,1,517.83,0,517.83,0,1,0,1,0,0,55,6500,600.096058,163.367227,1,12
C11781,981.886157,1,0,0,0,473.430801,0,0,0,0.083333,3,0,3500,768.398403,239.523143,0,12
C11782,14.891634,0.222222,0,0,0,116.193463,0,0,0,0.111111,1,0,3000,0,,0,9
C11784,5.270593,0.181818,69.57,69.57,0,0,0.083333,0.083333,0,0,0,2,4000,411.825987,83.449559,0,12
C11785,314.675322,1,1310.9,838.76,472.14,0,1,0.916667,1,0,0,35,10000,1425.2566,203.356235,0,12
C11786,467.244925,1,4001.7,1769.36,2232.34,0,1,0.583333,1,0,0,109,16000,2259.241805,183.138427,0.181818,12
C11787,304.945628,1,2788.81,2788.81,0,266.383091,0.727273,0.727273,0,0.090909,6,22,4000,2803.353036,130.626533,0.714286,11
C11788,1271.429631,1,0,0,0,678.525863,0,0,0,0.25,3,0,1500,526.910053,416.325411,0,12
C11789,97.389327,1,60,60,0,0,0.083333,0.083333,0,0,0,1,12500,453.421982,204.88001,0,12
C11790,1597.521193,1,211.07,0,211.07,994.167915,0.5,0,0.416667,0.083333,1,6,5000,3187.854069,665.357143,0,12
C11791,10.118033,0.1,0,0,0,197.521871,0,0,0,0.1,1,0,1500,648.301187,148.644436,0,10
C11792,103.629108,1,1106.62,866.22,240.4,0,1,0.416667,1,0,0,25,6000,1343.893653,159.496615,0.545455,12
C11794,993.027484,1,0,0,0,1586.612256,0,0,0,0.333333,19,0,1200,2185.377456,444.684235,0.090909,12
C11795,4226.501257,1,4900,4900,0,980.879554,0.166667,0.166667,0,0.083333,1,7,10500,615.450902,1637.629006,0,12
C11796,1118.086877,1,128.8,0,128.8,0,0.166667,0,0.166667,0,0,2,1200,277.766526,436.577474,0,12
C11797,555.131027,1,1586.45,1111.6,474.85,0,1,0.416667,1,0,0,51,5500,3219.285764,244.624549,0.416667,12
C11798,1133.572488,1,4063.49,2807,1256.49,391.73075,1,0.75,1,0.083333,1,44,1600,4936.506976,284.024015,0.083333,12
C11799,3646.04461,1,0,0,0,949.437186,0,0,0,0.25,4,0,8000,975.508088,897.29515,0,12
C11800,3790.914663,1,2655.68,1607.63,1048.05,6263.883768,0.833333,0.333333,1,0.5,11,111,8300,6173.165264,1192.462873,0.083333,12
C11801,340.082231,1,3177.21,430,2747.21,0,0.833333,0.083333,0.666667,0,0,19,7500,2658.629277,141.256176,0.333333,12
C11802,11.249863,0.636364,137.84,137.84,0,0,0.166667,0.166667,0,0,0,3,10000,234.444295,101.418698,0.166667,12
C11803,108.548004,1,1099.19,885.97,213.22,0,1,0.583333,0.916667,0,0,25,4000,1181.316469,174.477061,0.583333,12
C11804,601.68828,0.8,1358.2,468.33,889.87,0,0.8,0.2,0.7,0,0,26,1500,310.912113,157.872552,0,10
C11805,2529.016337,1,1040.74,0,1040.74,0,1,0,1,0,0,28,2500,1746.018537,2996.008935,0,12
C11806,306.90901,1,2768.93,1281.14,1487.79,0,1,0.25,0.916667,0,0,23,10500,2605.175646,174.261548,0.5,12
C11807,14.203161,0.454545,117,0,117,0,0.333333,0,0.25,0,0,4,7950,346.311752,164.071552,0.666667,12
C11808,3387.93956,1,391.14,0,391.14,987.378841,1,0,1,0.083333,1,15,7000,889.86432,1566.969659,0,12
C11809,26.247988,0.090909,0,0,0,2861.967408,0,0,0,0.083333,1,0,3000,0,,0,12
C11810,3961.649658,1,2280,0,2280,0,1,0,1,0,0,12,4500,2216.561982,2469.589072,0,12
C11811,121.388989,0.545455,783.83,683.93,99.9,315.342982,0.416667,0.166667,0.333333,0.166667,3,7,7000,1778.900698,177.969765,1,12
C11813,354.527499,1,3751.42,1201.42,2550,0,1,0.416667,1,0,0,62,9000,4001.942901,167.998751,1,12
C11814,912.36003,1,10709.17,9689.36,1019.81,0,1,1,1,0,0,49,15000,11381.63396,299.249818,1,12
C11815,5337.987139,1,2545.37,0,2545.37,994.391034,1,0,1,0.083333,1,21,13500,1663.976007,1229.779536,0,12
C11816,4210.323012,1,1210.31,139.02,1071.29,1817.321515,1,1,1,0.166667,2,52,7500,8138.429479,1070.026829,0.083333,12
C11817,890.275144,0.545455,435.14,435.14,0,0,0.166667,0.166667,0,0,0,7,1800,3334.754054,1102.402301,0,12
C11818,1740.169093,1,276.72,0,276.72,0,1,0,1,0,0,15,1800,667.764492,601.656779,0,12
C11819,5383.084424,1,9736.61,3684.52,6052.09,2965.656802,1,0.416667,1,0.25,7,135,9000,15824.73587,3364.021248,0.083333,12
C11820,4603.402061,1,0,0,0,7665.092756,0,0,0,0.916667,21,0,14000,9874.465723,1168.006176,0.083333,12
C11821,18.150347,0.454545,119.8,0,119.8,0,0.333333,0,0.25,0,0,4,4500,297.276499,143.808363,0.333333,12
C11822,2833.613641,1,1387.52,526.12,861.4,1442.587409,1,0.25,0.75,0.166667,5,20,3000,1564.459934,2019.019279,0,12
C11823,1547.714145,1,2476.31,804.4,1671.91,0,1,0.416667,1,0,0,82,3500,4061.48987,333.50034,0,12
C11824,144.346693,1,1976.32,859.79,1116.53,0,1,0.25,0.916667,0,0,28,4500,1828.116915,166.497851,0.583333,12
C11825,1377.812538,1,14300.98,10394.67,3906.31,0,1,0.916667,0.916667,0,0,55,18000,13535.67697,352.090849,1,12
C11826,926.341558,0.909091,45.65,45.65,0,0,0.083333,0.083333,0,0,0,1,1000,1293.650192,9957.74274,0,12
C11827,10822.05811,1,4850.35,2847.8,2002.55,0,1,0.916667,1,0,0,208,15500,2740.09442,2621.071099,0,12
C11828,1238.932482,1,280.09,69,211.09,0,0.916667,0.083333,0.916667,0,0,12,1500,1575.457164,6422.472544,0,12
C11829,5681.962807,1,523.19,340.19,183,1116.370312,0.666667,0.166667,0.416667,0.25,4,8,11500,2167.822526,1433.734576,0,12
C11830,1269.019947,0.818182,445.46,0,445.46,0,1,0,1,0,0,13,2600,2875.999728,489.750966,0,12
C11831,1592.48626,1,1449.48,460,989.48,0,1,0.333333,1,0,0,19,10500,1695.90191,419.784527,0,12
C11832,9502.256762,1,2776.09,1424.05,1352.04,0,0.916667,0.583333,0.916667,0,0,36,10500,4177.324826,4264.641552,0,12
C11833,57.416262,1,685,0,685,0,1,0,0.916667,0,0,12,1200,559.813964,198.618741,0.333333,12
C11834,2303.956234,0.888889,0,0,0,5585.815801,0,0,0,0.777778,21,0,6000,331.450159,443.57704,0,9
C11835,2286.9003,0.909091,4536.48,3275,1261.48,0,1,0.333333,1,0,0,37,4000,5981.014712,1542.926815,0,12
C11836,1058.369265,1,0,0,0,1353.576787,0,0,0,0.25,4,0,1500,1381.061656,266.359712,0,12
C11837,4803.122987,1,0,0,0,1692.520703,0,0,0,0.416667,6,0,8500,1089.772516,1564.04788,0,12
C11838,6836.552992,1,0,0,0,11405.73425,0,0,0,1,42,0,10000,6834.695342,2716.326216,0,12
C11839,3.122949,0.545455,0,0,0,317.505521,0,0,0,0.166667,2,0,2500,559.499889,56.150133,0.25,12
C11840,1053.639683,1,1027.01,1002.8,24.21,314.032321,0.583333,0.25,0.25,0.083333,3,8,2200,1181.14154,225.348166,0,12
C11841,11734.26656,1,1528.12,0,1528.12,5187.258558,1,0,0.916667,0.583333,13,38,15500,3624.231423,4804.430447,0,12
C11842,80.55139,0.909091,2132.7,914,1218.7,0,1,1,1,0,0,38,10000,1731.530778,129.508802,0.545455,12
C11843,1308.786637,1,0,0,0,99.670323,0,0,0,0.166667,2,0,1500,528.262752,344.758313,0,12
C11844,6224.464489,1,4439.11,3884.1,555.01,0,0.833333,0.5,0.75,0,0,59,6500,2546.344149,4299.471274,0,12
C11845,874.203747,1,232.8,232.8,0,331.57572,0.25,0.25,0,0.083333,1,5,3000,1473.641228,328.114324,0.083333,12
C11846,1329.443468,1,0,0,0,1024.351429,0,0,0,0.166667,2,0,1800,684.599962,311.075432,0,12
C11847,4372.395867,1,569.91,569.91,0,520.844673,0.272727,0.272727,0,0.272727,9,5,4500,1345.099869,3937.465141,0,11
C11848,4473.439581,1,656.2,656.2,0,117.482021,1,1,0,0.083333,1,12,4500,1481.910221,1496.978704,0,12
C11849,1127.607606,1,0,0,0,271.093275,0,0,0,0.083333,1,0,8500,662.387331,260.277533,0,12
C11850,1194.651852,1,322.29,0,322.29,0,0.916667,0,0.833333,0,0,13,1200,482.355548,946.189043,0,12
C11851,291.991838,1,2971.56,1671.6,1299.96,0,0.916667,0.333333,0.833333,0,0,31,13500,2238.594868,171.648662,1,12
C11852,2929.747983,1,376.04,222,154.04,0,0.5,0.083333,0.5,0,0,8,3000,1037.958748,1405.916655,0,12
C11853,16.005542,0.272727,151.33,151.33,0,0,0.166667,0.166667,0,0,0,3,5000,450.83685,132.752406,0.5,12
C11854,6937.806466,1,339.75,0,339.75,0,0.25,0,0.25,0,0,3,10500,2163.154746,3228.084937,0,12
C11855,7888.028118,1,0,0,0,1282.985376,0,0,0,0.333333,7,0,12000,1685.554741,2145.585863,0,12
C11856,1020.292184,1,1788.1,921.1,867,0,0.833333,0.25,0.833333,0,0,22,1500,492.184722,745.734369,0,12
C11857,4751.924842,1,1394.93,576.13,818.8,0,1,0.333333,1,0,0,37,5000,2635.439016,4247.46441,0,12
C11858,2270.955171,1,25.26,25.26,0,452.803657,0.083333,0.083333,0,0.25,3,1,3100,503.196519,815.400611,0,12
C11859,2377.759245,1,0,0,0,943.90775,0,0,0,0.416667,6,0,6500,4119.519203,955.260042,0,12
C11860,1473.902933,1,0,0,0,163.855122,0,0,0,0.333333,4,0,1500,340.239419,517.593629,0,12
C11861,6853.020124,1,0,0,0,2529.901587,0,0,0,0.5,9,0,7500,1863.404442,2228.516092,0,12
C11862,1527.644591,1,0,0,0,210.417767,0,0,0,0.166667,3,0,1700,540.406147,508.668881,0,12
C11863,1611.475175,1,807.72,0,807.72,0,1,0,1,0,0,36,1500,1019.454819,2134.562981,0,12
C11864,344.591662,0.363636,519,519,0,2865.942873,0.083333,0.083333,0,0.166667,6,1,4000,663.651176,69.241728,0,12
C11865,2021.641161,1,363.18,363.18,0,0,1,1,0,0,0,13,2000,704.24077,795.859808,0,12
C11866,102.228073,1,1074.29,249.21,825.08,0,1,0.166667,1,0,0,21,5000,1075.317643,188.241729,0.083333,12
C11867,1407.26415,0.909091,151.64,151.64,0,0,0.090909,0.090909,0,0,0,1,1500,337.890842,337.424016,0,11
C11868,2158.419812,1,154.53,115.8,38.73,879.540473,0.375,0.25,0.375,0.25,8,8,2500,664.112193,459.980824,0,8
C11869,1492.433396,1,99.75,34.32,65.43,0,0.083333,0.083333,0.083333,0,0,3,6000,2224.187609,382.929831,0.083333,12
C11870,5193.661885,1,0,0,0,1682.146822,0,0,0,0.583333,9,0,5500,2422.095104,2233.338791,0,12
C11871,1885.547591,1,0,0,0,3197.181617,0,0,0,0.25,11,0,8000,8559.584636,755.628834,0.166667,12
C11872,54.842927,1,105,105,0,0,0.083333,0.083333,0,0,0,1,4000,329.582826,174.978044,0,12
C11873,2125.107734,1,663.04,663.04,0,1953.192558,0.75,0.75,0,0.083333,2,24,2500,560.757972,447.234777,0,12
C11874,102.832194,1,1067.85,669.21,398.64,0,1,0.583333,1,0,0,21,10000,1480.49182,147.450493,0.545455,12
C11875,1628.609633,1,1340.83,695.04,645.79,0,0.666667,0.416667,0.5,0,0,28,2000,586.263693,1190.488094,0,12
C11876,1733.68291,1,100,100,0,270.57595,0.083333,0.083333,0,0.333333,6,1,1700,689.279807,1101.99844,0,12
C11877,9303.557117,1,6133.01,4045.67,2087.34,1895.60877,1,1,1,0.833333,23,115,12500,4054.579469,2998.465025,0,12
C11878,3541.960207,1,0,0,0,1853.517071,0,0,0,0.166667,2,0,4000,789.692304,941.569,0,12
C11879,1.420316,0.090909,0,0,0,94.535691,0,0,0,0.083333,1,0,1200,0,,0,12
C11880,2447.783112,1,431.96,290,141.96,0,0.583333,0.166667,0.416667,0,0,9,2500,740.165746,1096.264703,0,12
C11881,94.280326,1,846.06,312.4,533.66,0,1,0.166667,0.916667,0,0,21,9000,922.71497,171.595701,0.75,12
C11882,1628.591333,1,361,0,361,291.278909,0.833333,0,0.75,0.166667,2,20,1800,1018.197785,684.453198,0,12
C11883,396.667584,1,2559.41,2469.41,90,0,0.5,0.333333,0.166667,0,0,8,4000,827.889811,188.185292,0,12
C11884,5036.762745,1,3393.73,1702.72,1691.01,0,1,0.833333,1,0,0,71,10000,1331.175753,1206.79054,0,12
C11885,248.243958,0.272727,0,0,0,1423.527628,0,0,0,0.166667,3,0,3500,181.018701,341.269008,0,12
C11886,109.417101,1,1219.85,878.7,341.15,172.656204,1,1,0.75,0.083333,2,23,5000,2250.036431,180.605564,0.5,12
C11887,4624.411724,1,2537.67,1774.91,762.76,0,0.916667,0.75,0.666667,0,0,39,7000,1045.881353,1194.290831,0,12
C11888,491.605909,0.909091,747.55,0,747.55,0,0.818182,0,0.818182,0,0,9,2500,282.956764,189.443558,0,11
C11889,5329.815675,1,674.85,501.85,173,1129.296969,0.666667,0.166667,0.666667,0.166667,6,24,5500,1390.662933,3999.109938,0,12
C11890,10.486808,0.363636,241.27,241.27,0,0,0.083333,0.083333,0,0,0,1,2500,557.897488,204.561603,0,12
C11892,4402.354047,1,0,0,0,2117.809244,0,0,0,0.25,10,0,5000,1030.120113,1162.586801,0,12
C11893,7283.579076,1,209.07,209.07,0,7545.629864,0.083333,0.083333,0,0.333333,9,1,11500,1543.541917,2818.721047,0,12
C11894,30.859227,0.545455,415.04,0,415.04,0,0.5,0,0.5,0,0,6,7500,485.108353,98.722488,0.545455,12
C11895,112.87035,0.818182,918.6,603.6,315,0,0.75,0.416667,0.583333,0,0,17,7500,1129.696171,177.258588,1,12
C11896,7390.19856,1,612.1,0,612.1,2735.148792,0.666667,0,0.666667,0.166667,2,25,12000,1920.45776,1795.652542,0,12
C11897,1274.142457,1,5219.95,2568.35,2651.6,0,1,0.833333,1,0,0,66,7500,3984.42893,3453.797867,0,12
C11898,644.112226,0.454545,638.61,0.01,638.6,0,0.583333,0.083333,0.583333,0,0,12,12000,2529.45977,227.892037,0,12
C11899,91.231825,0.636364,736.91,32.71,704.2,0,0.583333,0.083333,0.5,0,0,8,6000,960.373775,175.898057,1,12
C11900,915.717703,1,55.49,0,55.49,0,0.416667,0,0.416667,0,0,7,1000,1221.513652,10800.04619,0.083333,12
C11901,1216.594927,1,878.64,757.8,120.84,155.804123,0.75,0.75,0.166667,0.166667,2,20,1200,654.24428,1296.173027,0,12
C11902,5941.271179,1,279.36,0,279.36,905.982826,0.666667,0,0.666667,0.083333,2,16,6000,3140.402423,2949.001145,0,12
C11903,3817.693096,1,4974.27,3825.87,1148.4,0,1,0.25,1,0,0,33,5000,6752.531183,1468.156345,0,12
C11904,0,0,369.36,0,369.36,0,1,0,1,0,0,12,1500,431.443959,,0,12
C11905,1276.941373,1,2196.54,1037.8,1158.74,0,1,0.333333,1,0,0,44,1000,1410.009813,3446.470208,0,12
C11906,8099.879299,1,2352,1161.47,1190.53,389.680166,1,0.833333,1,0.25,4,50,12500,1863.944131,1830.532435,0,12
C11907,86.694598,0.5,0,0,0,465.455995,0,0,0,0.1,1,0,1500,543.82992,64.977254,0,10
C11908,78.910866,0.909091,828.14,301,527.14,0,0.416667,0.333333,0.166667,0,0,9,2600,903.603701,519.561892,0.285714,12
C11909,52.776167,1,508.94,508.94,0,0,1,1,0,0,0,12,3000,478.833594,164.997774,0.4,12
C11910,109.140973,1,319.62,319.62,0,0,0.666667,0.666667,0,0,0,13,3500,597.96043,168.622192,0,12
C11911,2586.533933,1,400,400,0,0,0.083333,0.083333,0,0,0,1,3000,886.663668,939.459896,0,12
C11912,6668.440979,1,5596.11,2880.91,2715.2,2790.317276,1,0.583333,1,0.166667,14,110,16000,17068.96724,6687.965212,0.083333,12
C11913,2539.279598,1,820.42,820.42,0,879.324856,0.666667,0.666667,0,0.166667,2,19,3000,757.327536,686.941106,0,12
C11914,2154.354852,1,104,104,0,91.406322,0.090909,0.090909,0,0.090909,1,1,6000,732.471319,512.458262,0,11
C11915,2720.959921,1,66.49,0,66.49,457.611102,0.166667,0,0.166667,0.333333,7,3,3000,967.657856,1317.330243,0,12
C11916,693.643988,1,358.91,152,206.91,0,1,0.25,1,0,0,39,5000,338.79121,170.609681,0,12
C11917,3414.780266,1,0,0,0,8264.603438,0,0,0,0.181818,9,0,9000,718.95107,1160.439791,0,11
C11918,3478.070041,1,2465.92,1676.11,789.81,90.363202,1,0.75,1,0.083333,1,41,12000,955.30285,962.880942,0,12
C11919,6378.276044,1,0,0,0,4169.593183,0,0,0,0.666667,15,0,10500,1376.688305,1539.532191,0,12
C11920,33.07464,0.909091,286.4,231.29,55.11,91.341961,0.5,0.25,0.166667,0.083333,1,6,8500,435.600387,188.836554,0.3,12
C11921,366.68899,1,653.21,0,653.21,0,1,0,1,0,0,30,3000,276.166583,193.830954,0,12
